Time(ms),Sensor,AQI,TVOC,ECO2,Rs0,Rs1,Rs2,Rs3,Temp(C),Humidity(%)
273333,1,2,147,623,117458,1,99374,45532,36.42,34.07
273335,2,2,147,622,107965,1,116036,51851,36.42,34.07
273336,3,2,99,548,144981,1,126924,54074,36.42,34.07
273338,4,2,107,561,111985,1,121502,48556,36.42,34.07
276354,0,2,83,520,121214,1,101481,50500,36.47,33.93
276355,1,2,133,602,117300,1,100490,46450,36.47,33.93
276357,2,2,136,606,109067,1,116943,52629,36.47,33.93
276358,3,2,89,530,143177,1,127139,55015,36.47,33.93
276360,4,2,110,565,112099,1,122908,48359,36.47,33.93
279378,0,2,91,534,123116,1,102795,49855,36.56,34.13
279379,1,2,150,627,116666,1,99475,45347,36.56,34.13
279381,2,2,148,624,108956,1,117458,51746,36.56,34.13
279382,3,2,90,532,143371,1,131872,54885,36.56,34.13
279384,4,2,111,568,112975,1,122079,48229,36.56,34.13
282400,0,2,91,535,120315,1,103248,49805,36.50,33.81
282401,1,2,132,600,119463,1,100660,46513,36.50,33.81
282403,2,2,152,629,108883,1,115997,51519,36.50,33.81
282404,3,2,94,540,143225,1,129178,54496,36.50,33.81
282406,4,2,101,550,114747,1,122410,49052,36.50,33.81
285424,0,2,102,552,122120,1,102205,48985,36.49,33.72
285425,1,2,126,592,119949,1,101584,46893,36.49,33.72
285427,2,2,145,620,110068,1,117618,51974,36.49,33.72
285428,3,2,74,504,141395,1,130938,56372,36.49,33.72
285430,4,2,107,561,115879,1,123116,48540,36.49,33.72
288446,0,2,76,508,122700,1,100831,51120,36.43,33.76
288447,1,2,132,601,117260,1,103458,46482,36.43,33.76
288449,2,2,152,630,108920,1,120682,51467,36.43,33.76
288450,3,2,71,498,143371,1,131739,56698,36.43,33.76
288452,4,2,101,551,114205,1,124710,49019,36.43,33.76
291470,0,2,86,526,123911,1,104020,50228,36.48,33.91
291471,1,2,140,612,119868,1,102343,46012,36.48,33.91
291473,2,2,135,604,110703,1,118136,52736,36.48,33.91
291474,3,2,85,523,143177,1,132993,55351,36.48,33.91
291476,4,2,99,548,116193,1,126153,49168,36.48,33.91
294492,0,2,70,496,123869,1,105188,51694,36.48,33.91
294493,1,2,124,588,119140,1,103668,47068,36.48,33.91
294495,2,2,156,635,111493,1,120928,51223,36.48,33.91
294496,3,2,81,516,144442,1,133896,55746,36.48,33.91
294498,4,2,95,540,114514,1,127225,49536,36.48,33.91
297516,0,2,71,498,124837,1,105759,51571,36.51,33.79
297517,1,2,140,612,119463,1,104762,45981,36.51,33.79
297519,2,2,135,604,110966,1,121996,52736,36.51,33.79
297520,3,2,79,512,146957,1,137432,55935,36.51,33.79
297522,4,2,91,535,117976,1,127010,49788,36.51,33.79
300538,0,2,73,502,123325,1,105046,51397,36.50,33.77
300539,1,2,141,614,120478,1,103458,45903,36.50,33.77
300541,2,2,141,614,111305,1,122783,52274,36.50,33.77
300542,3,2,85,523,147605,1,135446,55389,36.50,33.77
300544,4,2,103,554,118336,1,127398,48886,36.50,33.77
303562,0,2,76,507,126324,1,105224,51137,36.58,33.66
303563,1,2,114,572,119423,1,103528,47774,36.58,33.66
303565,2,2,138,609,110479,1,120846,52487,36.58,33.66
303566,3,2,78,510,144003,1,134487,56049,36.58,33.66
303568,4,2,106,559,116706,1,128741,48655,36.58,33.66
306584,0,2,66,489,124078,1,106297,52027,36.63,33.64
306585,1,2,117,577,120968,1,105295,47548,36.63,33.64
306587,2,2,132,601,111947,1,121132,52915,36.63,33.64
306588,3,2,85,524,148005,1,134988,55333,36.63,33.64
306590,4,2,92,537,117300,1,127527,49703,36.63,33.64
309608,0,2,71,499,124162,1,107092,51554,36.69,33.58
309609,1,2,126,591,123033,1,104833,46924,36.69,33.58
309611,2,2,129,596,114437,1,124499,53166,36.69,33.58
309612,3,2,76,508,144883,1,138506,56182,36.69,33.58
309614,4,2,91,534,116154,1,130717,49821,36.69,33.58
312630,0,2,70,495,125727,1,109252,51729,36.79,33.44
312631,1,2,133,602,118979,1,103984,46450,36.79,33.44
312633,2,2,134,604,113550,1,126025,52772,36.79,33.44
312634,3,2,71,499,145472,1,135859,56679,36.79,33.44
312636,4,2,93,537,118456,1,129222,49687,36.79,33.44
315654,0,2,80,515,126367,1,107564,50758,36.90,33.33
315655,1,2,129,596,121873,1,105330,46703,36.90,33.33
315657,2,2,145,620,114786,1,124078,51974,36.90,33.33
315658,3,2,81,516,150837,1,134714,55746,36.90,33.33
315660,4,2,103,554,119059,1,132230,48886,36.90,33.33
318676,0,2,79,514,124583,1,107601,50826,37.01,33.31
318677,1,2,139,610,122950,1,104125,46075,37.01,33.31
318679,2,2,134,604,112288,1,123492,52772,37.01,33.31
318680,3,2,73,502,144442,1,136320,56506,37.01,33.31
318682,4,2,101,550,118737,1,130452,49052,37.01,33.31
321700,0,2,76,507,126495,1,109030,51154,37.06,33.15
321701,1,2,126,591,122867,1,104655,46940,37.06,33.15
321703,2,2,132,600,114670,1,125812,52951,37.06,33.15
321704,3,2,81,516,147206,1,137246,55746,37.06,33.15
321706,4,2,100,549,117777,1,130584,49102,37.06,33.15
324722,0,2,77,510,124499,1,110068,51016,37.13,32.99
324723,1,2,129,596,122617,1,106622,46718,37.13,32.99
324725,2,2,122,586,111720,1,125514,53691,37.13,32.99
324726,3,2,73,502,148507,1,134806,56487,37.13,32.99
324728,4,2,94,540,118577,1,131382,49552,37.13,32.99
327748,0,1,64,484,128003,1,107601,52274,37.16,32.83
327749,1,2,118,578,124794,1,105831,47500,37.16,32.83
327751,2,2,119,581,113013,1,123325,53946,37.16,32.83
327752,3,2,74,504,146262,1,137991,56411,37.16,32.83
327754,4,2,93,538,119706,1,132230,49636,37.16,32.83
330770,0,1,57,471,126967,1,108478,52933,37.23,32.72
330771,1,2,116,575,124457,1,108588,47628,37.23,32.72
330773,2,2,132,600,112631,1,124837,52951,37.23,32.72
330774,3,2,72,499,150582,1,142114,56659,37.23,32.72
330776,4,2,84,521,118416,1,133354,50449,37.23,32.72
333794,0,2,73,502,126967,1,110143,51397,37.29,32.64
333795,1,2,119,580,123911,1,106730,47419,37.29,32.64
333797,2,2,136,607,113588,1,125770,52612,37.29,32.64
333798,3,2,68,492,153619,1,139163,57063,37.29,32.64
333800,4,2,90,533,119665,1,134123,49889,37.29,32.64
336816,0,1,60,477,126838,1,111079,52647,37.36,32.53
336817,1,2,135,604,124541,1,106802,46325,37.36,32.53
336819,2,2,125,590,113511,1,127786,53455,37.36,32.53
336820,3,2,75,505,148557,1,140679,56353,37.36,32.53
336822,4,2,95,540,121584,1,131605,49519,37.36,32.53
339840,0,2,69,495,126324,1,109548,51746,37.39,32.44
339841,1,2,121,583,124162,1,106297,47259,37.39,32.44
339843,2,2,117,577,112593,1,127010,54129,37.39,32.44
339844,3,2,74,503,150277,1,141204,56468,37.39,32.44
339846,4,2,88,529,120928,1,134623,50058,37.39,32.44
342864,0,2,68,493,128437,1,111569,51834,37.48,32.38
342865,1,2,120,581,122867,1,108956,47371,37.48,32.38
342867,2,2,118,579,114089,1,131160,54037,37.48,32.38
342868,3,2,69,494,152790,1,141970,56948,37.48,32.38
342870,4,2,79,512,120071,1,135721,50895,37.48,32.38
345886,0,1,61,478,127311,1,111116,52576,37.49,32.31
345887,1,2,115,574,122783,1,108075,47693,37.49,32.31
345889,2,2,121,583,115527,1,129879,53818,37.49,32.31
345890,3,1,55,468,149465,1,139824,58412,37.49,32.31
345892,4,2,82,518,121543,1,135675,50620,37.49,32.31
348910,0,2,78,512,126967,1,111569,50912,37.58,32.23
348911,1,2,119,580,120193,1,107419,47403,37.58,32.23
348913,2,2,119,581,115918,1,128698,53928,37.58,32.23
348914,3,2,74,503,150990,1,141538,56468,37.58,32.23
348916,4,2,84,522,120356,1,135034,50398,37.58,32.23
351932,0,2,74,504,128654,1,111833,51293,37.60,32.10
351933,1,2,118,579,125048,1,107564,47451,37.60,32.10
351935,2,2,121,584,115840,1,128828,53782,37.60,32.10
351936,3,2,83,520,151810,1,145817,55539,37.60,32.10
351938,4,2,83,520,121873,1,136597,50500,37.60,32.10
354956,0,2,83,520,128785,1,112593,50535,37.68,32.02
354957,1,2,125,589,126025,1,108883,47004,37.68,32.02
354959,2,2,126,591,114980,1,132813,53401,37.68,32.02
354960,3,2,65,486,149921,1,142789,57373,37.68,32.02
354962,4,2,70,495,122327,1,137478,51711,37.68,32.02
357978,0,2,65,486,129397,1,112898,52204,37.69,31.91
357979,1,2,109,565,123408,1,108331,48115,37.69,31.91
357981,2,2,125,590,116903,1,130099,53455,37.69,31.91
357982,3,2,79,512,152531,1,140441,55954,37.69,31.91
357984,4,2,80,515,122410,1,135584,50758,37.69,31.91
361002,0,1,63,483,129090,1,112250,52327,37.76,31.88
361003,1,2,111,568,123200,1,110068,47984,37.76,31.88
361005,2,2,119,581,116982,1,128785,53928,37.76,31.88
361006,3,1,60,476,155713,1,146758,57920,37.76,31.88
361008,4,2,71,499,121955,1,137758,51554,37.76,31.88
364024,0,1,63,482,130143,1,114514,52398,37.81,31.86
364025,1,2,115,574,123869,1,109548,47677,37.81,31.86
364027,2,2,95,540,119382,1,132409,56068,37.81,31.86
364028,3,1,56,469,152531,1,146659,58353,37.81,31.86
364030,4,2,79,512,124499,1,141156,50878,37.81,31.86
367048,0,1,59,476,130761,1,113051,52718,37.88,31.82
367049,1,2,120,582,124078,1,110554,47307,37.88,31.82
367051,2,2,109,564,116903,1,133218,54811,37.88,31.82
367052,3,1,57,471,156241,1,142741,58195,37.88,31.82
367054,4,2,76,508,121214,1,135584,51102,37.88,31.82
370070,0,1,63,484,131027,1,114592,52310,37.88,31.74
370071,1,2,102,552,125175,1,111833,48704,37.88,31.74
370073,2,2,126,591,116548,1,132409,53401,37.88,31.74
370074,3,1,48,454,150786,1,146114,59188,37.88,31.74
370076,4,2,82,518,124457,1,139305,50620,37.88,31.74
373094,0,2,70,495,129616,1,114942,51729,37.87,31.66
373095,1,2,115,574,127959,1,111833,47693,37.87,31.66
373097,2,2,102,553,116272,1,129484,55408,37.87,31.66
373098,3,2,72,500,159338,1,147206,56602,37.87,31.66
373100,4,2,81,516,125006,1,141156,50689,37.87,31.66
376116,0,1,63,483,130143,1,114321,52327,37.88,31.61
376117,1,2,103,555,129353,1,111871,48573,37.88,31.61
376119,2,2,113,570,120519,1,133354,54478,37.88,31.61
376120,3,2,72,499,154401,1,148105,56640,37.88,31.61
376122,4,2,72,501,124583,1,144149,51449,37.88,31.61
379140,0,1,54,465,129222,1,114592,53275,37.99,31.64
379141,1,2,115,574,124583,1,113013,47709,37.99,31.64
379143,2,2,110,566,116745,1,132993,54681,37.99,31.64
379144,3,2,66,489,156665,1,146957,57199,37.99,31.64
379146,4,2,75,505,123659,1,139872,51223,37.99,31.64
382162,0,2,66,489,128393,1,113319,52027,37.99,31.56
382163,1,2,114,573,125685,1,110031,47741,37.99,31.56
382165,2,2,108,562,118416,1,135446,54922,37.99,31.56
382166,3,1,54,465,157675,1,151297,58570,37.99,31.56
382168,4,2,79,513,123659,1,144491,50826,37.99,31.56
385195,0,1,60,476,130938,1,115058,52701,38.07,31.50
385198,1,2,106,559,127441,1,109326,48359,38.07,31.50
385199,2,2,125,589,116706,1,136504,53491,38.07,31.50
385201,3,2,68,491,158585,1,148708,57083,38.07,31.50
385202,4,2,80,514,125855,1,142307,50792,38.07,31.50
388219,0,1,44,445,130364,1,114592,54294,38.14,31.42
388220,1,2,120,582,125642,1,112326,47307,38.14,31.42
388222,2,2,101,551,117618,1,133625,55502,38.14,31.42
388223,3,2,72,501,156983,1,149769,56583,38.14,31.42
388225,4,2,83,520,125006,1,142452,50500,38.14,31.42
391243,0,1,64,485,131249,1,115175,52239,38.18,31.31
391244,1,2,111,568,128133,1,109511,47968,38.18,31.31
391246,2,2,113,570,119827,1,135629,54496,38.18,31.31
391247,3,1,63,482,158907,1,148960,57587,38.18,31.31
391249,4,2,67,490,125685,1,143080,51957,38.18,31.31
394265,0,1,46,449,131072,1,118416,54074,38.22,31.21
394266,1,2,108,562,128916,1,111833,48229,38.22,31.21
394268,2,2,113,570,119787,1,135584,54478,38.22,31.21
394269,3,2,67,490,160095,1,151297,57160,38.22,31.21
394271,4,2,70,496,128176,1,144149,51676,38.22,31.21
397289,0,1,64,484,131072,1,118577,52274,38.29,31.16
397290,1,2,102,553,130011,1,112136,48655,38.29,31.16
397292,2,2,106,560,117936,1,141586,55015,38.29,31.16
397293,3,1,56,469,153984,1,151502,58353,38.29,31.16
397295,4,2,66,489,124668,1,143711,52045,38.29,31.16
400311,0,1,55,467,130320,1,116943,53166,38.36,31.11
400312,1,2,108,563,124668,1,113511,48196,38.36,31.11
400314,2,2,122,586,117458,1,138787,53691,38.36,31.11
400315,3,1,49,455,157355,1,151400,59148,38.36,31.11
400317,4,2,72,500,126281,1,145669,51467,38.36,31.11
403335,0,2,71,498,129616,1,119544,51589,38.41,31.03
403336,1,2,106,559,132409,1,113358,48392,38.41,31.03
403338,2,2,101,550,120112,1,137432,55520,38.41,31.03
403339,3,1,38,431,157249,1,150277,60484,38.41,31.03
403341,4,2,69,494,127441,1,142114,51781,38.41,31.03
406357,0,1,59,475,133083,1,119949,52754,38.46,30.95
406358,1,2,100,549,129528,1,112174,48853,38.46,30.95
406360,2,2,121,583,117339,1,136643,53818,38.46,30.95
406361,3,1,64,485,157089,1,149972,57432,38.46,30.95
406363,4,2,77,509,127613,1,147256,51033,38.46,30.95
409381,0,1,49,456,132633,1,116154,53745,38.52,30.85
409382,1,2,120,581,130540,1,111192,47355,38.52,30.85
409384,2,2,98,545,120193,1,138178,55803,38.52,30.85
409385,3,1,64,484,161729,1,151041,57471,38.52,30.85
409387,4,1,64,484,127484,1,145177,52257,38.52,30.85
412403,0,1,43,442,134532,1,119100,54441,38.58,30.85
412404,1,2,98,546,127182,1,112898,48985,38.58,30.85
412406,2,2,89,530,120234,1,142403,56621,38.58,30.85
412407,3,1,56,469,163048,1,150073,58313,38.58,30.85
412409,4,2,68,492,130055,1,145867,51869,38.58,30.85
415427,0,1,56,469,131872,1,121543,53059,38.65,30.74
415428,1,2,104,556,127959,1,114553,48523,38.65,30.74
415430,2,2,83,519,118176,1,139635,57218,38.65,30.74
415431,3,1,40,436,161346,1,149212,60239,38.65,30.74
415433,4,2,77,510,127182,1,147605,50999,38.65,30.74
418449,0,1,45,448,132588,1,118898,54165,38.70,30.68
418450,1,2,104,556,128872,1,113089,48507,38.70,30.68
418452,2,2,107,560,119140,1,140251,54997,38.70,30.68
418453,3,1,52,460,157942,1,152583,58828,38.70,30.68
418455,4,2,75,506,126881,1,145817,51206,38.70,30.68
421473,0,1,52,461,131828,1,119140,53491,38.75,30.63
421474,1,2,116,575,128393,1,114243,47628,38.75,30.63
421476,2,2,104,556,118416,1,138834,55221,38.75,30.63
421477,3,1,49,455,160475,1,155871,59108,38.75,30.63
421479,4,1,55,466,127657,1,144198,53184,38.75,30.63
424495,0,1,52,462,129747,1,117062,53419,38.81,30.58
424496,1,2,98,547,128046,1,114942,48952,38.81,30.58
424498,2,2,100,549,120315,1,139258,55614,38.81,30.58
424499,3,1,57,471,161729,1,153619,58234,38.81,30.58
424501,4,2,75,505,126495,1,147206,51241,38.81,30.58
427519,0,1,46,448,132948,1,120112,54129,38.86,30.41
427520,1,2,89,531,132051,1,113703,49687,38.86,30.41
427522,2,2,91,534,121914,1,141586,56392,38.86,30.41
427523,3,1,59,474,159123,1,153515,58037,38.86,30.41
427525,4,1,58,473,130320,1,150582,52826,38.86,30.41
430541,0,1,45,446,131382,1,118416,54239,38.92,30.32
430542,1,2,84,522,131560,1,115487,50143,38.92,30.32
430544,2,2,100,550,118939,1,139588,55558,38.92,30.32
430545,3,1,61,478,163324,1,153048,57802,38.92,30.32
430547,4,1,62,480,128263,1,149921,52487,38.92,30.32
433565,0,1,47,450,135859,1,119949,54019,38.98,30.27
433566,1,2,108,562,130320,1,114127,48229,38.98,30.27
433568,2,2,103,554,123785,1,143177,55333,38.98,30.27
433569,3,1,53,462,157515,1,155029,58709,38.98,30.27
433571,4,2,69,493,129353,1,148105,51816,38.98,30.27
436587,0,1,56,469,136412,1,119827,53041,39.03,30.20
436588,1,2,104,557,129528,1,115644,48491,39.03,30.20
436590,2,2,101,551,121790,1,140917,55502,39.03,30.20
436591,3,2,66,488,160041,1,154453,57296,39.03,30.20
436593,4,2,69,495,130187,1,146262,51746,39.03,30.20
439611,0,1,61,479,134214,1,122742,52540,39.04,30.10
439612,1,2,104,557,129309,1,117618,48491,39.04,30.10
439614,2,2,98,545,121296,1,142114,55803,39.04,30.10
439615,3,1,44,444,163989,1,157089,59731,39.04,30.10
439617,4,1,59,475,129572,1,149972,52754,39.04,30.10
442633,0,1,51,460,132185,1,118818,53528,39.07,30.05
442634,1,2,89,530,129003,1,116943,49754,39.07,30.05
442636,2,2,99,548,119463,1,141538,55633,39.07,30.05
442637,3,1,40,437,163048,1,155397,60178,39.07,30.05
442639,4,1,63,483,130673,1,147755,52310,39.07,30.05
445657,0,1,47,450,133579,1,120968,54019,39.15,29.99
445658,1,2,112,569,131382,1,116824,47903,39.15,29.99
445660,2,2,99,547,119503,1,143080,55709,39.15,29.99
445661,3,1,35,424,158103,1,158156,60915,39.15,29.99
445663,4,2,68,492,131116,1,149667,51904,39.15,29.99
448679,0,1,42,441,133625,1,121955,54533,39.18,29.87
448680,1,2,121,584,129003,1,116390,47259,39.18,29.87
448682,2,2,96,542,125260,1,144149,55973,39.18,29.87
448683,3,1,42,440,159177,1,159933,59995,39.18,29.87
448685,4,2,80,515,130717,1,151246,50740,39.18,29.87
451703,0,1,41,439,133218,1,121584,54626,39.24,29.86
451704,1,2,110,565,125727,1,112975,48082,39.24,29.86
451706,2,2,97,544,123158,1,147007,55879,39.24,29.86
451707,3,1,45,447,164879,1,158854,59570,39.24,29.86
451709,4,1,59,476,128828,1,150480,52701,39.24,29.86
454725,0,1,47,451,134487,1,125430,54001,39.27,29.86
454726,1,2,100,549,129835,1,115409,48836,39.27,29.86
454728,2,2,103,554,121255,1,143080,55333,39.27,29.86
454729,3,1,60,477,161346,1,156718,57880,39.27,29.86
454731,4,1,54,465,128828,1,149313,53275,39.27,29.86
457749,0,1,49,455,135217,1,123408,53782,39.31,29.76
457750,1,2,100,549,129835,1,116824,48836,39.31,29.76
457752,2,2,92,536,122038,1,145571,56315,39.31,29.76
457753,3,1,46,449,162497,1,156930,59449,39.31,29.76
457755,4,1,60,478,128828,1,152067,52594,39.31,29.76
460771,0,1,42,440,132409,1,120112,54589,39.36,29.70
460772,1,2,110,566,134806,1,119423,48066,39.36,29.70
460774,2,2,87,527,123408,1,145571,56775,39.36,29.70
460775,3,1,55,467,161893,1,156506,58471,39.36,29.70
460777,4,2,67,490,130187,1,152222,51974,39.36,29.70
463795,0,1,49,455,134806,1,122991,53800,39.42,29.63
463796,1,2,90,532,132588,1,119221,49653,39.42,29.63
463798,2,2,96,542,123367,1,146064,55973,39.42,29.63
463799,3,1,42,441,161893,1,160366,59954,39.42,29.63
463801,4,1,59,474,131471,1,155713,52772,39.42,29.63
466817,0,1,55,468,132948,1,121625,53130,39.57,29.60
466818,1,2,96,542,130540,1,119140,49185,39.57,29.60
466820,2,2,101,551,124457,1,145472,55483,39.57,29.60
466821,3,1,48,452,167296,1,160638,59308,39.57,29.60
466823,4,1,52,461,132185,1,152428,53455,39.57,29.60
469841,0,1,53,462,135217,1,124247,53401,39.68,29.51
469842,1,2,90,532,132409,1,117379,49653,39.68,29.51
469844,2,2,103,554,124626,1,143080,55314,39.68,29.51
469845,3,1,36,428,160204,1,158692,60710,39.68,29.51
469847,4,2,70,497,130187,1,154820,51641,39.68,29.51
472863,0,1,42,441,134623,1,123994,54496,39.77,29.32
472864,1,2,118,578,131739,1,117300,47516,39.77,29.32
472866,2,2,103,554,122286,1,148457,55351,39.77,29.32
472867,3,1,41,438,165047,1,159716,60117,39.77,29.32
472869,4,1,61,479,130055,1,156241,52540,39.77,29.32
475887,0,1,49,455,134806,1,122950,53800,39.81,29.12
475888,1,2,95,541,131249,1,117817,49235,39.81,29.12
475890,2,2,96,542,122576,1,144687,55973,39.81,29.12
475891,3,1,54,465,163214,1,159177,58550,39.81,29.12
475893,4,2,65,486,130275,1,155134,52168,39.81,29.12
478909,0,1,48,452,135813,1,123911,53946,39.85,29.02
478910,1,2,105,558,131917,1,117777,48425,39.85,29.02
478912,2,2,116,575,122327,1,145079,54220,39.85,29.02
478913,3,1,37,431,168661,1,159446,60545,39.85,29.02
478915,4,2,69,494,130983,1,156347,51781,39.85,29.02
481933,0,1,52,462,136689,1,123283,53437,39.88,28.95
481934,1,2,92,537,132633,1,119949,49435,39.88,28.95
481936,2,2,84,522,125514,1,147306,57044,39.88,28.95
481937,3,1,46,448,170902,1,163103,59529,39.88,28.95
481939,4,1,60,476,135629,1,157249,52683,39.88,28.95
484957,0,1,43,443,133489,1,125855,54386,39.92,28.90
484958,1,2,102,553,133625,1,119382,48638,39.92,28.90
484960,2,2,98,546,125940,1,148457,55784,39.92,28.90
484961,3,1,48,453,164823,1,166224,59268,39.92,28.90
484963,4,1,59,476,133083,1,158854,52701,39.92,28.90
487979,0,1,51,460,135492,1,123241,53546,39.98,28.91
487980,1,2,101,551,132678,1,119625,48754,39.98,28.91
487982,2,2,95,540,127441,1,149921,56068,39.98,28.91
487983,3,1,40,436,167693,1,160964,60239,39.98,28.91
487985,4,1,59,475,134396,1,156030,52754,39.98,28.91
491003,0,1,40,436,135997,1,126667,54774,40.03,28.81
491004,1,2,112,568,132185,1,117458,47952,40.03,28.81
491006,2,2,86,526,124415,1,150480,56851,40.03,28.81
491007,3,1,40,437,168034,1,159500,60178,40.03,28.81
491009,4,1,55,467,131694,1,154506,53166,40.03,28.81
494025,0,1,46,448,135446,1,124247,54147,40.12,28.73
494026,1,2,97,545,134396,1,120152,49035,40.12,28.73
494028,2,2,108,562,125302,1,150429,54922,40.12,28.73
494029,3,1,45,446,167296,1,164433,59630,40.12,28.73
494031,4,2,69,494,132364,1,155871,51764,40.12,28.73
497049,0,1,60,476,134123,1,125217,52701,40.14,28.67
497050,1,2,90,532,132006,1,119059,49636,40.14,28.67
497052,2,2,95,540,123283,1,148758,56068,40.14,28.67
497053,3,1,49,455,166168,1,164433,59148,40.14,28.67
497055,4,1,60,477,131427,1,157249,52647,40.14,28.67
500071,0,1,57,470,134168,1,126068,52987,40.18,28.58
500072,1,2,88,529,130320,1,122451,49771,40.18,28.58
500074,2,2,103,554,123158,1,149263,55351,40.18,28.58
500075,3,1,64,484,168319,1,162003,57509,40.18,28.58
500077,4,1,55,468,135997,1,159069,53112,40.18,28.58
503095,0,1,41,438,133625,1,125133,54663,40.21,28.58
503096,1,2,85,523,135859,1,122950,50058,40.21,28.58
503098,2,2,111,567,125090,1,150480,54663,40.21,28.58
503099,3,1,44,445,167127,1,161674,59731,40.21,28.58
503101,4,1,59,475,134214,1,157515,52736,40.21,28.58
506117,0,1,46,448,136597,1,123241,54165,40.28,28.45
506118,1,2,85,524,131116,1,121091,50024,40.28,28.45
506120,2,2,91,535,128133,1,150990,56372,40.28,28.45
506121,3,1,50,456,164322,1,166449,59048,40.28,28.45
506123,4,1,44,445,136504,1,157089,54294,40.28,28.45
509141,0,1,31,417,134623,1,125006,55822,40.31,28.41
509142,1,2,84,521,133444,1,119261,50177,40.31,28.41
509144,2,2,97,544,128176,1,149972,55860,40.31,28.41
509145,3,1,34,424,167466,1,163435,60936,40.31,28.41
509147,4,1,61,480,134806,1,159338,52505,40.31,28.41
512163,0,1,38,432,134168,1,125557,54978,40.32,28.35
512164,1,2,105,558,131072,1,120030,48425,40.32,28.35
512166,2,2,88,529,128567,1,152841,56698,40.32,28.35
512167,3,1,52,461,165606,1,163933,58789,40.32,28.35
512169,4,1,59,474,132633,1,158746,52790,40.32,28.35
515187,0,1,44,445,134532,1,124921,54294,40.38,28.37
515188,1,2,98,545,134988,1,118858,49019,40.38,28.37
515190,2,2,85,523,127010,1,149769,57006,40.38,28.37
515191,3,1,34,424,164768,1,163545,60936,40.38,28.37
515193,4,2,76,507,135034,1,156983,51120,40.38,28.37
518209,0,1,43,442,135400,1,125812,54441,40.43,28.30
518210,1,2,77,509,135217,1,122493,50740,40.43,28.30
518212,2,2,100,549,125727,1,150582,55596,40.43,28.30
518213,3,1,29,411,162938,1,167183,61683,40.43,28.30
518215,4,2,69,494,135263,1,159879,51764,40.43,28.30
521233,0,1,46,449,135492,1,127225,54110,40.43,28.24
521234,1,2,90,533,132185,1,124078,49619,40.43,28.24
521236,2,2,87,526,125175,1,152273,56832,40.43,28.24
521237,3,1,46,449,167013,1,162058,59469,40.43,28.24
521239,4,1,52,461,135629,1,159177,53473,40.43,28.24
524255,0,1,49,454,134988,1,125133,53836,40.53,28.11
524256,1,2,87,527,130717,1,119990,49889,40.53,28.11
524258,2,2,86,526,125090,1,152790,56871,40.53,28.11
